,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
200,text,借,7,天,资金,2,个,。,押中债,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,label,side:1,tlow,i_tlow,,,,,tag:12,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,text,出,隔夜,3000w,\,nhuan,13d,2500w,\,nhuan,12d,2600w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,label,side:2,tlow,total,,,tlow,total,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,text,出,隔夜,要求,早,还款,AA+,以上,国企,非,过剩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,label,side:2,tlow,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,text,借,4,-,7D,资金,4000W,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,label,side:1,tlow,,thigh,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,text,出,在,账,隔夜,2000w,不限,户,~,押券宽松,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,label,side:2,,,tlow,total,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,text,代友,借,1,-,14,天,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,label,,side:1,tlow,,thigh,i_thigh,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,text,出,隔夜,3,亿,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,label,side:2,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,text,出,6,-,7D,买断,资金,可以,信用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,label,side:2,tlow,,thigh,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,text,出,1m,5000w,\,n,借,隔夜,/,7d,2.65,E,押上清,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,label,side:2,tlow,total,,,side:1,tlow,,tlow,total,i_total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,text,限价,借,1,~,7,天,资金,，,高价,借,8,~,14,天,资金,8000,万,，,各位,金主,求,翻牌,，,求,上岸,啊,,,,,,,,,,,,,,,,,,,,,,,,
219,label,,side:1,tlow,,thigh,i_tlow,,,,side:1,,,tlow,i_tlow,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,text,借,上清,7D,",",2,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,label,side:1,tag:13,tlow,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,text,出,隔夜,8,千万,上午,回款,押,2A,以上,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,label,side:2,tlow,total,i_total,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,text,出,2300w,7d,可押,AA,国企,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,label,side:2,total,tlow,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,text,超限,出,2,天,上午,还款,0.95,E,，,出,8D,上午,还款,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,label,,side:2,tlow,i_tlow,,,total,i_total,,side:2,tlow,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,text,不,低于,场内,价,换,跨年,期限,5000,万,，,专户,借,~,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,label,,,,,,,,total,i_total,,,side:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,text,出,2M,线上,质押,资金,，,农信,银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,label,side:2,tlow,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,text,出,8,-,21,天,5000W,，,32,天,以上,5000W,，,\,n,押中债,利率,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,label,side:2,tlow,,thigh,i_thigh,total,,tlow,i_tlow,,total,,,,tag:12,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,text,出,14d,1.49,亿,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,label,side:2,tlow,total,i_total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,text,出,1m,2800,+,5000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,label,side:2,tlow,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,text,2.8,借,隔夜,2,亿,，,押中债,，,1,笔收,，,上午,还款,，,限银行,，,3,点,50,前到,账,，,求,小窗,。,,,,,,,,,,,,,,,,,,,,,,,,,
239,label,,side:1,tlow,total,i_total,,tag:12,,,,,,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,text,出,隔夜,0.8,亿,押利率,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,label,side:2,tlow,total,i_total,tag:10,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,text,诚借,隔夜,-,7,天,资金,3,亿元,，,押利率,，,请,搭救,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,label,side:1,tlow,,tlow,i_tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,text,出,14D,。,。,。,整量,。,。,押券,AA+,国企,非,过剩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,label,side:2,tlow,,,,,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,text,3.44,借,5,-,7,天,，,加点,借,8,-,14,天,资金,1.3,亿,，,押利率,，,求,小窗,！,\,n3,.,44,借,5,-,7,天,，,加点,借,8,-,14,天,资金,1.3,亿,，,押利率,，,求,小窗,！,\,n3,
247,label,,side:1,tlow,,thigh,i_thigh,,price:2,side:1,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,,,side:1,tlow,,thigh,i_thigh,,price:2,side:1,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,
248,text,借,7,-,10,天,，,高价,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,label,side:1,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,text,出,5,-,6d,1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,label,side:2,tlow,,thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,text,\,n,出,7D,2000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,label,,,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,text,收,隔夜,1000,万,欢迎,小窗,口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,label,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,text,借,1000,万,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,label,side:1,total,i_total,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,text,出,7D,限公募,押,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,label,side:2,tlow,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,text,代友,借,隔夜,1.85,e,，,押,AA+,上清,，,四点,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,label,,side:1,tlow,total,i_total,,mode:102,tag:11,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,text,出,5,-,6,天,超限,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,text,有没有出,1000W,求,大佬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,label,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,text,借,40,天,资金,押CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,label,side:1,tlow,i_tlow,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,text,出,1M,上清,2000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,label,side:2,tlow,tag:13,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,text,\,n,低价,换,上清,14d,2000w,\,n,出,上清,隔夜,2000w,+,1500w,\,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,label,,,,,tag:13,tlow,total,,,side:2,tag:13,tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,text,出,5,天,3.4,%,自营,公募,AA,国企,+,私募,类押,国企,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,label,side:2,tlow,i_tlow,price,i_price,,,tag:11,,,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,text,出,21D,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,label,side:2,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,text,借,隔夜,资金,2,亿元,押利率,可,拆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,label,side:1,tlow,,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,text,出,跨,月,资金,，,押券宽松,，,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,label,side:2,,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,text,5.5,出,隔夜,1,亿,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,label,,side:2,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,text,公募,户,借,7D,1500w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,label,,,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,text,诚借,隔夜,1.1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,label,side:1,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,text,出,3300,隔夜,上清,正常,还款,\,n,出,中债,上午,还款,隔夜,1500w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,label,side:2,,tlow,tag:13,,,,,side:2,,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,text,出,隔夜,8000,万,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,label,side:2,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,text,诚借,隔夜,7000w,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,label,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,text,上限,借,1,-,7,天,，,高价,借,8,-,14,天,资金,大量,，,求金主,砸,窗,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,label,,side:1,tlow,,thigh,i_thigh,,,side:1,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,text,出,7d,、,1m,2E,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,label,side:2,tlow,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,text,出,7d,不限,户,AA,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,label,side:2,tlow,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,text,出,5000W,2,押,3A,中债,或,利率,不限机构,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,label,side:2,total,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,text,出,3,天,资金,，,中债,秒,到,有意,请,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,text,借,7D,内,资金,1,个,+,隔夜,3000W,",",押上清,AA,，,欢迎,金主,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,label,side:1,tlow,,,,,,tlow,total,,tag:13,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,text,出,上清,7d,2000w,押,AA+,非,永续,公募,自营,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,label,side:2,tag:13,tlow,total,mode:102,tag:11,,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,text,3.29,借,隔夜,3.44,借,2,-,7,天,4,以上,借,8,天,2,亿,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,label,,side:1,tlow,,side:1,tlow,,thigh,i_thigh,,,side:1,tlow,i_tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,text,出,1m,限户,押,AA+,对券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,label,side:2,tlow,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,text,出,1000W,7D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,label,side:2,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,text,出,21,天,资金,及,6,月,及,以上,资金,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,label,side:2,tlow,i_tlow,,,tlow,i_tlow,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,text,出,中债,隔夜,5000,万,，,限银行,、,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,label,side:2,,tlow,total,i_total,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,text,出,隔夜,5200w,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,text,上限,借,1,-,7,天,1,亿,押利率,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,label,,side:1,tlow,,thigh,i_thigh,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,text,出,7d,，,整量,出,，,押券宽松,服务,好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,label,side:2,tlow,,,side:2,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,text,出,隔夜,1.1,亿,限,自营,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,text,出,8,天,资金,，,欢迎,来,碰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,text,出,7,-,14,天,6000w,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,label,side:2,tlow,,thigh,i_thigh,total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,text,出,12,-,13d,5000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,label,side:2,tlow,,thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,text,借,跨,月,资金,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,label,side:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,text,出,隔夜,5400,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,text,5000,万出,17,天,，,对手,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,label,total,i_total,tlow,i_tlow,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,text,出,隔夜,资金,5000,万,，,押利率,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,label,side:2,tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,text,借,跨季,大量,出,1m1000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,label,side:1,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,text,出,9D,13D,14D,整量,押,AA+,不限,户,（,专户,简单,填表,）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,label,side:2,tlow,tlow,tlow,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,text,出,8d,8500w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,text,出,隔夜,5000,万,，,开门,还款,，,农信,银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,text,高价,借,-,-,-,-,或换,在,账,隔夜,1.3,E,可整,可散,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,label,,side:1,,,,,,,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,text,借,隔夜,3,亿,，,押中债,，,1,笔收,，,限银行,，,3,点,40,前到,账,，,可早,还款,。,求,小窗,。,,,,,,,,,,,,,,,,,,,,,,,,,,
349,label,side:1,tlow,total,i_total,,tag:12,,,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,text,借,7,天,或,14,天,资金,敲,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,label,side:1,tlow,i_tlow,,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,text,低价,换,在,帐,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,label,,,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,text,出,1m,\,n,限,自营,公募,银行,资管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,text,出,21,-,32,天,资金,5000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,label,side:2,tlow,,thigh,i_thigh,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,text,出,7d,9600w,限公募,\,n,出,隔夜,不限,户,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,label,side:2,tlow,total,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,text,借,隔夜,3000,万,押利率,或,上清,存单,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,label,side:1,tlow,total,i_total,tag:10,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,text,借,隔夜,资金,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,label,side:1,tlow,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,text,出,隔夜,5000w,中债,，,押券宽松,\,n,借,跨,元旦,、,跨,春节,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,label,side:2,tlow,total,,,mode:102,,,side:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,text,借,9000,隔夜,，,上午,还,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,label,side:1,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,text,出,上清,1,-,7d,1000w,限户,～,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,label,side:2,tag:13,tlow,,thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,text,出,隔夜,6300W,，,押券宽松,，,可,买断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,label,side:2,tlow,total,,mode:102,,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,text,出,隔夜,7400,万元,，,在,账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,text,出,秒,到,隔夜,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,label,side:2,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,text,出,7,天,14,天,3000,万,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,label,side:2,tlow,i_tlow,tlow,i_tlow,total,i_total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,text,出,隔夜,5000,万,不限,户,押券,AA,国企,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,label,side:2,tlow,total,i_total,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,text,代友,借,隔夜,，,代友,借,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,label,,side:1,tlow,,,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,text,借,1,-,9,天,资金,2,亿,，,押利率,，,求,小窗,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,label,side:1,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,text,出,1,-,7,天,整量,压券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,text,出,隔夜,~,3d,",",出,7d,~,9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,label,side:2,tlow,,tlow,,side:2,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,text,诚借,7,天,资金,和,跨,月,资金,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,label,side:1,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,text,出,7d,3000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,text,临时,出,4D,资金,6000,有需要,的,小窗,口,联系,~,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,label,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,text,顶格,借,渣量,隔夜,2000,万,，,出的,小窗,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,label,,side:1,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,text,高价,借,7,-,14,天,资金,押利率,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,label,,side:1,tlow,,thigh,i_thigh,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
