,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1055,label,side:1,tlow,,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,text,出,上清,14D,15D,，,公募,自营,AA,，,其他,AA+,非,永续,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,label,side:2,tag:13,tlow,tlow,,,,tag:11,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,text,借,隔夜,~,2,天,2000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,label,side:1,tlow,,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,text,出,资金,大量,14,-,-,32D,以上,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,label,side:2,,,,,,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,text,出,隔夜,7000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,label,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,text,出,14,天,，,8000,万,，,押券宽松,，,可,买断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,label,side:2,tlow,i_tlow,,total,i_total,,tag:23,,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,text,出,14D,中债,1.3,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,label,side:2,tlow,tag:12,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,text,出,14,天,4,亿,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,label,side:2,tlow,i_tlow,total,i_total,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,text,出,隔夜,0.5,早上,还款,+,0.4,正常,还款,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,label,side:2,tlow,,,tag:21,,,,tag:21,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,text,出,上清,隔夜,8000W,，,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,label,side:2,tag:13,tlow,total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,text,出,1m,押券宽松,\,n,出,1m,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,label,side:2,tlow,tag:23,,,side:2,tlow,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,text,诚借,隔夜,-,7,天整量,资金,，,押信用,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,label,side:1,tlow,,tlow,i_tlow,,,tag:11,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,text,出,7,-,14,天,资金,5000,万,，,压券宽松,，,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,label,side:2,tlow,,thigh,i_thigh,,total,i_total,,tag:23,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,text,代友,（,山西,阳城,农商银行,）,借,隔夜,资金,1.5,亿,，,押利率,，,求,小窗,，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,label,,,,,,,side:1,tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,text,出,任意,期限,2900W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,label,side:2,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,text,渣量,神器,！,！,出,7D,1000W,，,上清,，,有,匹配,的,小窗,呀,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,label,,,,,side:2,tlow,total,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,text,出,22d,（,12,/,20,到期,）,5300w,\,n,出,28d,（,12,/,26,到期,）,5000w,-,1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,label,side:2,total,,thigh,,,,,total,,,side:2,tlow,,,,,,,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,text,出,14D,2000w,限户,\,n,出,7D,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,label,side:2,tlow,total,,,,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,text,出,7d,~,~,4000w,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,label,side:2,tlow,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,text,出,隔夜,1.5,亿,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,label,side:2,tlow,total,i_total,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,text,出,1,-,3,月,资金,，,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,label,side:2,tlow,,thigh,i_thigh,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,text,出,14,天,2000,万,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,text,减点,出,隔夜,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,label,price:3,side:2,tlow,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,text,出,7,天,6000W,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,label,side:2,tlow,i_tlow,total,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,text,诚借,早到,账,隔夜,，,押利率,，,价格,可议,，,欢迎,小窗,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,label,side:1,,,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,text,出,14D,2100W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,text,出,7,天,1000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,label,side:2,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,text,出,中债,7d,8900w,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,label,side:2,tag:12,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,text,借,8,天,以上,资金,，,银行,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,label,side:1,tlow,i_tlow,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,text,出,4,个,月,以上,资金,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,label,side:2,,,,,,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,text,借,隔夜,1.2,E,+,0.4,E,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,label,side:1,tlow,total,i_total,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,text,出,14,天,压券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,label,side:2,tlow,i_tlow,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,text,出,资金,4000W,，,14,天,，,押利率,，,欢迎,小窗,口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,label,side:2,,total,,tlow,i_tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,text,直连,借,7,天,，,押利率,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,label,tag:19,side:1,tlow,i_tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,text,借,1,-,7,天,3.3,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,label,side:1,tlow,,thigh,i_thigh,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,text,直联,大量,收,跨,月,押,利率,求,~,窗,窗,窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,label,,,side:1,,,mode:102,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,text,出,隔夜,1.8,亿,+,1.2,亿,+,1.2,亿,价格,美丽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,label,side:2,tlow,total,i_total,,total,i_total,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,text,代友,收,6000,万,隔夜,，,押,2A+,存单,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,label,,side:1,total,i_total,tlow,,mode:102,tag:11,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,text,跪借,隔夜,1.2,个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,label,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,text,出,隔夜,出,7d,整量,可以,拆哇,求,小窗,\,n,出,隔夜,出,7d,整量,可以,拆哇,求,小窗,\,n,出,隔夜,出,7d,整量,可以,拆哇,求,小窗,,,,,,,,,,,,,,,,,,,
1175,label,side:2,tlow,side:2,tlow,,,,,,,,side:2,tlow,side:2,tlow,,,,,,,,side:2,tlow,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,
1176,text,出,14,、,21,天,资金,3000W,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,label,side:2,,,tlow,i_tlow,,total,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,text,出,中债,隔夜,6700W,，,国企,AA,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,label,side:2,tag:12,tlow,total,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,text,出,隔夜,2500w,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,text,出,隔夜,8000,万,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,label,side:2,tlow,total,i_total,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,text,出,7d,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,label,side:2,tlow,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,text,加权,出,3000w,4D,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,label,price:1,side:2,total,tlow,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,text,出,6D,14D,整量,优先,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,label,side:2,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,text,出,32,天,570,\,n,出,8,天,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,label,side:2,tlow,i_tlow,tag:11,,,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,text,出,1000W,隔夜,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,label,side:2,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,text,借,4000,万,隔夜,~,16,天,押CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,label,side:1,total,i_total,tlow,,tlow,i_tlow,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,text,直连,借,隔夜,。,押利率,存单,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,label,tag:19,side:1,tlow,,tag:10,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,text,借,1,到,8,天,资金,大量,，,押存单,或者,利率,!,!,!,!,\,n,借,1,到,8,天,资金,大量,，,押存单,或者,利率,!,!,!,!,\,n,借,1,到,8,天,资金,大量,，,押存单,或者,利率,!,!,!,!,
1213,label,side:1,tlow,,thigh,i_thigh,,,,tag:14,,tag:10,,,,,,,side:1,tlow,,thigh,i_thigh,,,,tag:14,,tag:10,,,,,,,side:1,tlow,,thigh,i_thigh,,,,tag:14,,tag:10,,,,,
1214,text,出,7,天,8,天,9,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,label,side:2,tlow,i_tlow,tlow,i_tlow,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,text,出,7,天,14,天,21,天,，,搭售,便宜,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,label,side:2,tlow,i_tlow,tlow,i_tlow,total,,,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,text,诚借,隔夜,4000w,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,label,side:1,tlow,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,text,出,7,天,9000w,限,自营,、,公募,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,label,side:2,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,text,临时,出,上清,隔夜,5000w,+,1300w,，,超限,，,靠,谱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,label,,side:2,tag:13,tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,text,诚借,秒,到,上清,隔夜,资金,，,求,小窗,/,红包,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,label,side:1,,,tag:13,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,text,换,隔夜,，,能出,4800w,+,2300w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,label,,tlow,,,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,text,代友,出,21D,6000W,押利率,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,label,,side:2,tlow,total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,text,出,秒,到,隔夜,8000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,label,side:2,,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,text,出,隔夜,1.2,亿,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,label,side:2,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,text,货币,户,出,1,-,7d,，,2M,9000w,附近,\,n,公募,类,aa,；,私募,类,aa,+,，,非,负面,，,非,永续,\,n,私募,类要,填表,,,,,,,,,,,,,,,,,,,
1241,label,,,side:2,tlow,,thigh,,tlow,total,,,,,,tag:11,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,text,借,上清,7D,2000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,label,side:1,tag:13,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,text,出,8,-,14,天,资金,押利率,或,存单,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,label,side:2,tlow,,thigh,i_thigh,,tag:10,,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,text,早,吖,出,7d,7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,label,,,side:2,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,text,出,隔夜,5000W,。,。,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,text,出,隔夜,9000,万,，,开门,还款,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,label,side:2,tlow,total,i_total,,,tag:21,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,text,借,8,-,14,天,，,押利率债,，,800,万散量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,label,side:1,tlow,,thigh,i_thigh,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,text,临时,出,隔夜,5000,万,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,label,,side:2,tlow,total,i_total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,text,金主,大大,们,跪求,隔夜,-,11D,资金,大量,啦,，,押存单,亲们,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,label,,,,,tlow,,thigh,,,,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,text,出,上清,14,天,5000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,label,side:2,tag:13,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,text,出,7d,13d,14d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,label,side:2,tlow,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,text,出,隔夜,5000w,起,公募,年金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,text,借,7d,1110w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,label,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,text,求,跨季,质押,转,买断,过,资金,机构,，,押利率债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,label,,,mode:102,,mode:103,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,text,出,7,-,14,天,3000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,label,side:2,tlow,,thigh,i_thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,text,出,4,天,资金,1200W,",",押券宽松,~,~,\,n,诚借,14,-,21,天,资金,大量,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,label,side:2,tlow,i_tlow,,total,,tag:23,,,,,side:1,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,text,借,7d,3kw,中债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,label,side:1,tlow,total,tag:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,text,诚借,7D,2020W,\,n,或,1M,2070W,\,n,押上清,民企,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,label,side:1,tlow,total,,,,tlow,total,,,tag:13,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,text,诚借,1,-,7,天,资金,随便,押,开门,还款,求,小窗,！,诚借,1,-,7,天,资金,随便,押,开门,还款,求,小窗,！,,,,,,,,,,,,,,,,,,,,,,,,
1287,label,side:1,tlow,,thigh,i_thigh,,,mode:102,,tag:21,,,,side:1,tlow,,thigh,i_thigh,,,mode:102,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,text,上限,借,4,-,7,天,资金,1.5,亿,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,label,,side:1,tlow,,thigh,i_thigh,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,text,出,上清,7,天,0.31,亿,\,n,出,上清,隔夜,0.15,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,label,side:2,tag:13,tlow,i_tlow,total,i_total,,,side:2,tag:13,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,text,隔夜,1.6,亿可换,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,label,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,text,借,1,-,7,天,1.8,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,label,side:1,tlow,,thigh,i_thigh,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,text,出,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,text,出,14,天,1,个,月,~,押,国企,aa,+,\,n,\,nHUAN,14,天,1.53,亿,可押,国企,AA,\,n,\,n,\,n,\,nBid,170301,170203,5000w,,,,,,,,,,,,,,,,,
1303,label,side:2,tlow,i_tlow,,,,,mode:102,,tag:11,,,,,,tlow,i_tlow,total,i_total,,,tag:11,,,,,,,,,,,total,,,,,,,,,,,,,,,,,
1304,text,借,1,~,21,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,label,side:1,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,text,出,出,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,label,side:2,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,text,出,4000,万,，,32,天,，,押中债,利率,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,label,side:2,total,i_total,,tlow,i_tlow,,tag:12,tag:10,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,text,顶格,借,1,-,4,天,1,亿,，,押利率,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,label,,side:1,tlow,,thigh,i_thigh,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,text,出,1M,内,任意,期限,！,！,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,text,诚借,隔夜,资金,5000,万,，,押存单,，,求,小窗,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,label,side:1,tlow,,total,i_total,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,text,出,隔夜,，,0.86,+,0.48,+,0.3,+,0.31,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,label,side:2,tlow,total,,total,,,,,,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,text,出,隔夜,1,亿,，,押利率或存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,label,side:2,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,text,出,隔夜,7000w,-,1e,，,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,label,side:2,tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,text,出,7,-,8,天,资金,3000W,押上清,存单,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,label,side:2,tlow,,thigh,i_thigh,,total,tag:13,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,text,出,上清,隔夜,1,亿,质押,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
